date,description,link
"41/1978","TIR-tullitarkastusvihkoon merkittyjen tavarain kansainvälistä kuljetusta koskeva tulliyleissopimus (TIR yleissopimus)","https://www.finlex.fi/fi/sopimukset/sopsviite/1978/19780041"
"15/1978","Yleissopimus (n:o 139), joka koskee työnteon yhteydessä syöpää synnyttävistä aineista ja tekijöistä aiheutuvien vaarojen torjuntaa ja valvontaa","https://www.finlex.fi/fi/sopimukset/sopsviite/1978/19780015"
"4/1978","Göteborgissa olevan pohjoismaisen terveydenhoitokorkeakoulun perussääntö","https://www.finlex.fi/fi/sopimukset/sopsviite/1978/19780004"
"66/1977","Maatalouden kansainvälisen kehittämisrahaston perustamista koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1977/19770066"
"55/1977","Sopimus Suomen, Islannin, Norjan, Ruotsin ja Tanskan kesken yksityisoikeudellista vaatimusta koskevien tuomioiden tunnustamisesta ja täytäntöönpanosta","https://www.finlex.fi/fi/sopimukset/sopsviite/1977/19770055"
"52/1977","Euroopan kuljetusministerikonferenssia (CEMT) koskeva pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1977/19770052"
"36/1977","Avioerojen ja asumuserojen tunnustamista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1977/19770036"
"34/1977","Latinalaisen Amerikan Kehityspankin perustamissopimus ja 9 päivänä heinäkuuta 1976 allekirjoitettujen alueen ulkopuolisten jäsenmaiden liittymistä koskevien yleisten sääntöjen määräykset","https://www.finlex.fi/fi/sopimukset/sopsviite/1977/19770034"
"33/1977","Euroopan molekyylibiologian konferenssin perustamista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1977/19770033"
"30/1977","Yleissopimus kansainvälisistä säännöistä yhteentörmäämisen ehkäisemiseksi merellä, 1972","https://www.finlex.fi/fi/sopimukset/sopsviite/1977/19770030"
"19/1977","Suomen, Norjan, Ruotsin ja Tanskan välillä maiden välisten rajojen läheisyyteen rakennettavien ydinlaitosten turvallisuuskysymyksiin liittyvän yhteydenoton suuntaviivoista tehty sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1977/19770019"
"13/1977","Sopimus pohjoismaisesta kulttuurirahastosta","https://www.finlex.fi/fi/sopimukset/sopsviite/1977/19770013"
"10/1977","Portugalia varten perustettavaa teollistamisrahastoa koskeva Euroopan vapaakauppaliiton päätös","https://www.finlex.fi/fi/sopimukset/sopsviite/1977/19770010"
"8/1977","Kansainvälistä vastuuta avaruusesineiden aiheuttamasta vahingosta koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1977/19770008"
"87/1976","Yleissopimus (n:o 138), joka koskee työhön pääsemiseksi vaadittavaa vähimmäisikää","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760087"
"86/1976","Yleissopimus (n:o 137), joka koskee satamissa käytettyjen uusien lastinkäsittelymenetelmien sosiaalisia vaikutuksia","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760086"
"85/1976","Yleissopimus (n:o 136), joka koskee suojelua bentseenimyrkytysvaaroilta","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760085"
"84/1976","Yleissopimus (n:o 135), joka koskee työntekijäin edustajien suojelua yrityksessä ja heidän toimintansa helpottamista","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760084"
"83/1976","Yleissopimus (n:o 128), joka koskee työkyvyttömyys-, vanhuus-, ja jälkeenjääneiden etuuksia","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760083"
"76/1976","Yleissopimus testamenttimääräysten muotoa koskevista lakiristiriidoista","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760076"
"74/1976","Norjan, Ruotsin, Suomen ja Tanskan välinen ympäristönsuojelusopimus (liitteenä pöytäkirja)","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760074"
"70/1976","Moottoriajoneuvojen varusteiden ja osien hyväksymisehtojen yhdenmukaistamista ja hyväksymisten vastavuoroista tunnustamista koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760070"
"62/1976","Kansainvälinen yleissopimus väliintulosta öljysaastuntaonnettomuuksissa aavalla merellä","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760062"
"60/1976","Psykotrooppisia aineita koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760060"
"44/1976","Villieläimistön ja -kasviston uhanalaisten lajien kansainvälistä kauppaa koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760044"
"37/1976","Todisteiden vastaanottamista ulkomailla siviili- tai kauppaoikeudellisissa asioissa koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760037"
"25/1976","Sopimus Suomen, Islannin, Norjan, Ruotsin ja Tanskan välillä pohjoismaisten instituuttien virkailijoiden oikeudellisesta asemasta","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760025"
"7/1976","Kansalaisoikeuksia ja poliittisia oikeuksia koskeva kansainvälinen yleissopimus sekä siihen liittyvä valinnainen pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760007"
"6/1976","Taloudellisia, sosiaalisia ja sivistyksellisiä oikeuksia koskeva kansainvälinen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760006"
"3/1976","Vesilintujen elinympäristönä kansainvälisesti merkittäviä vesiperäisiä maita koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1976/19760003"
"49/1975","Kansainvälistä patenttiluokitusta koskeva Strasbourgin sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1975/19750049"
"44/1975","Yleissopimus Euroopan keskipitkien sääennusteiden keskuksen perustamiseksi Euroopan keskipitkien sääennusteiden keskuksen erioikeuksia ja vapauksia koskeva pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1975/19750044"
"26/1975","Sopimus Suomen, Islannin, Norjan, Ruotsin ja Tanskan kesken oikeusavusta tiedoksiannon toimittamisessa ja todistelussa","https://www.finlex.fi/fi/sopimukset/sopsviite/1975/19750026"
"18/1975","Eurooppalainen yleissopimus eläinten suojelemiseksi kansainvälisten kuljetusten aikana","https://www.finlex.fi/fi/sopimukset/sopsviite/1975/19750018"
"16/1975","Yleissopimus jalometallituotteiden tarkastuksesta ja leimauksesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1975/19750016"
"14/1975","Yleissopimus bakteriologisten (biologisten) ja toksiiniaseiden kehittämisen tuottamisen ja varastoimisen kieltämiseksi ja niiden hävittämiseksi","https://www.finlex.fi/fi/sopimukset/sopsviite/1975/19750014"
"52/1974","Yleissopimus (n:o 130), joka koskee lääkintähuoltoa ja päivärahaa","https://www.finlex.fi/fi/sopimukset/sopsviite/1974/19740052"
"51/1974","Yleissopimus (n:o 129), joka koskee maatalouden ammattientarkastusta","https://www.finlex.fi/fi/sopimukset/sopsviite/1974/19740051"
"34/1974","Sopimus Euroopan kokeellisen fotogrammetrian tutkimusjärjestön perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1974/19740034"
"27/1974","Islannin, Norjan, Ruotsin, Suomen ja Tanskan välinen sopimus Pohjoismaiden teknologian ja teollisen kehityksen edistämisrahastosta","https://www.finlex.fi/fi/sopimukset/sopsviite/1974/19740027"
"17/1974","Afrikan kehitysrahaston perustamissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1974/19740017"
"5/1974","Sopimus Suomen, Norjan, Ruotsin ja Tanskan välillä pohjoismaisen verotieteellisen tutkimusneuvoston perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1974/19740005"
"3/1974","Islannin, Itävallan, Norjan, Portugalin, Ruotsin, Suomen, Sveitsin,Tanskan ja Yhdistyneen Kuningaskunnan välillä tehty pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1974/19740003"
"56/1973","Siviili-ilmailun turvallisuuteen kohdistuvien laittomien tekojen ehkäisemistä koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1973/19730056"
"53/1973","Tavaroiden ja palvelujen kansainvälistä luokitusta tavaramerkkien rekisteröimistä varten koskeva Nizzan sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1973/19730053"
"48/1973","Yleissopimus tavaran kansainvälisessä tiekuljetuksessa käytettävästä rahtisopimuksesta (CMR)","https://www.finlex.fi/fi/sopimukset/sopsviite/1973/19730048"
"23/1973","Tanskan, Suomen, Islannin, Norjan ja Ruotsin välinen kuljetusten ja tietoliikenteen alaa koskeva yhteistyösopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1973/19730023"
"17/1973","Äänitteiden valmistajien suojaamiseksi heidän äänitteidensä luvattomalta jäljentämiseltä tehty yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1973/19730017"
"5/1973","Kansainvälistä tietoliikennetekokuujärjestö INTELSAT´ia koskeva sopimus ja siihen liittyvä toimintasopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1973/19730005"
"4/1973","Eräiden Grönlannissa ja Färsaarilla olevien lennonvarmistuspalveluiden yhteisrahoitusta koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1973/19730004"
"3/1973","Eräiden Islannissa olevien lennonvarmistuspalveluiden yhteisrahoitusta koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1973/19730003"
"38/1972","Suomen, Norjan, Ruotsin ja Tanskan välinen sopimus maanteitse tapahtuvasta henkilö- ja tavarakuljetuksesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1972/19720038"
"33/1972","Ihmisten kaupan ja toisten prostituutiosta hyötymisen tukahduttamista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1972/19720033"
"22/1972","Teollisuusmallien kansainvälisen luokituksen perustamista koskeva Locarnon sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1972/19720022"
"20/1972","Vahingonkorvausvastuusta ydinvoiman alalla tehty yleissopimus (Pariisi)","https://www.finlex.fi/fi/sopimukset/sopsviite/1972/19720020"
"18/1972","Ydinaseiden sekä muiden joukkotuhoaseiden merenpohjaan ja sen sisustaan asettamisen kieltämistä koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1972/19720018"
"62/1971","Ilma-alusten laittoman haltuunoton ehkäisemistä koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1971/19710062"
"60/1971","Sopimus kulttuuriyhteistyöstä Islannin, Norjan,Ruotsin, Suomen ja Tanskan välillä","https://www.finlex.fi/fi/sopimukset/sopsviite/1971/19710060"
"59/1971","Syrjinnän vastustamista opetuksen alalla koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1971/19710059"
"41/1971","Sopimus Suomen, Norjan, Ruotsin ja Tanskan välillä yhteistyöstä koskien toimenpiteitä meren öljysaastumista vastaan","https://www.finlex.fi/fi/sopimukset/sopsviite/1971/19710041"
"32/1971","Rikoksen johdosta tapahtuvaa luovuttamista koskeva eurooppalainen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1971/19710032"
"29/1971","Kansainvälistä hydrografista järjestöä koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1971/19710029"
"22/1971","Yleissopimus rikoksista ja eräistä muista teoista ilma-aluksissa","https://www.finlex.fi/fi/sopimukset/sopsviite/1971/19710022"
"20/1971","Yleissopimus farmaseuttisten valmisteiden tuotannon tarkastusten keskinäisestä hyväksymisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1971/19710020"
"4/1971","Meriyhteyksiä vailla olevien valtioiden kauttakulkukauppaa koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1971/19710004"
"64/1970","Yleissopimus (n:o 108), joka koskee merenkulkijain kansallisia henkilöllisyystodistuksia","https://www.finlex.fi/fi/sopimukset/sopsviite/1970/19700064"
"63/1970","Yleissopimus (n:o 111), joka koskee työmarkkinoilla ja ammatin harjoittamisen yhteydessä tapahtuvaa syrjintää","https://www.finlex.fi/fi/sopimukset/sopsviite/1970/19700063"
"45/1970","Avaruuslentäjien pelastamista ja palauttamista sekä ulkoavaruuteen lähetettyjen esineiden palauttamista koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1970/19700045"
"37/1970","Kaikkinaisen rotusyrjinnän poistamista koskeva kansainvälinen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1970/19700037"
"35/1970","Maailman henkisen omaisuuden järjestön perustava yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1970/19700035"
"19/1970","Pohjoismaista yhteiskuntasuunnittelun instituuttia koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1970/19700019"
"15/1970","Sopimus pohjoismaisen teollistamisrahaston perustamisesta Islantia varten","https://www.finlex.fi/fi/sopimukset/sopsviite/1970/19700015"
"10/1970","Sopimus ydinaseiden leviämisen estämisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1970/19700010"
"6/1970","Euroopan kulttuuriyleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1970/19700006"
"3/1970","Diplomaattisia suhteita koskeva Wienin yleissopimus, kansalaisuuden saavuttamista koskeva valinnainen pöytäkirja, valinnainen pöytäkirja erimielisyyksien pakollisesta ratkaisemisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1970/19700003"
"51/1969","Oikeudenkäynti- ja muiden asiakirjojen tiedoksiantoa ulkomailla siviili- tai kauppaoikeudellisissa asioissa koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1969/19690051"
"48/1969","Yleissopimus (n:o 118), joka koskee samanlaisen sosiaaliturvan myöntämistä ulkomaalaisille kuin maan omille kansalaisille","https://www.finlex.fi/fi/sopimukset/sopsviite/1969/19690048"
"47/1969","Yleissopimus (n:o 119), joka koskee koneiden varustamista suojalaitteilla","https://www.finlex.fi/fi/sopimukset/sopsviite/1969/19690047"
"30/1969","Sopimus Norjan, Ruotsin, Suomen ja Tanskan satamien välisessä liikenteessä olevien matkustaja-alusten muonituksesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1969/19690030"
"12/1969","Taloudellisen yhteistyön ja kehityksen järjestöä (OECD) koskeva konventio","https://www.finlex.fi/fi/sopimukset/sopsviite/1969/19690012"
"6/1969","Aavan meren kalastusta ja elollisten luonnonvarojen säilyttämistä koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1969/19690006"
"3/1969","Valtioiden ja toisten valtioiden kansalaisten välisten sijoituksia koskevien riitaisuuksien ratkaisemisesta tehty sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1969/19690003"
"83/1968","Säännöllisen lentoliikenteen tariffien määräämistä koskeva kansainvälinen sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680083"
"80/1968","Valtiottomien henkilöiden oikeusasemaa koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680080"
"77/1968","Pakolaisten oikeusasemaa koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680077"
"65/1968","Yleissopimus (n:o 124), joka koskee lääkärintarkastusta, jolla todetaan nuorten henkilöiden soveltuvuus maanpinnanalaisiin töihin kaivoksissa","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680065"
"64/1968","Työllisyyspolitiikkaa koskeva yleissopimus (n:o 122)","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680064"
"63/1968","Yleissopimus (n:o 121), joka koskee työvammatapauksissa myönnettyjä etuja","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680063"
"62/1968","Yleissopimus (n:o 120), joka koskee kauppa- ja toimistotyön terveysoloja","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680062"
"52/1968","Kansainvälinen lastiviivayleissopimus, 1966","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680052"
"44/1968","Pöytäkirja Suomen, Norjan, Ruotsin ja Tanskan välillä Suomen liittymisestä Norjan, Ruotsin ja Tanskan kesken 3. päivänä maaliskuuta 1956 tehtyyn sopimukseen asevelvollisuuden ja kansalaisuuden välisestä suhteesta Norjassa,Ruotsissa ja Tanskassa","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680044"
"35/1968","Merimiesten viihdytysaineistoa koskeva tulliyleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680035"
"32/1968","Avioliitossa olevan naisen kansalaisuutta koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680032"
"14/1968","Suu- ja sorkkataudin vastustamiseksi asetetun Euroopan komission perussääntö","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680014"
"9/1968","Kansainvälistä merentutkimusneuvostoa koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680009"
"3/1968","Luonnon ja luonnonvarojen suojelua koskevan kansainvälisen liiton säännöt","https://www.finlex.fi/fi/sopimukset/sopsviite/1968/19680003"
"56/1967","Yleissopimus valtioiden toimintaa johtavista periaatteista niiden tutkiessa ja käyttäessä ulkoavaruutta, siihen luettuna kuu ja muut taivaankappaleet","https://www.finlex.fi/fi/sopimukset/sopsviite/1967/19670056"
"49/1967","Yksityisoikeuden yhdenmukaistamiseksi toimivan kansainvälisen instituutin perussääntö","https://www.finlex.fi/fi/sopimukset/sopsviite/1967/19670049"
"41/1967","Yleissopimus lapsen elatusapua koskevien päätösten tunnustamisesta ja täytäntöönpanosta","https://www.finlex.fi/fi/sopimukset/sopsviite/1967/19670041"
"35/1967","Julkaisujen kansainvälistä vaihtoa koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1967/19670035"
"32/1967","Virallisjulkaisujen valtioidenvälistä vaihtoa koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1967/19670032"
"29/1967","Kaupallisten ajoneuvojen väliaikaista maahantuontia koskeva tulliyleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1967/19670029"
"27/1967","Kansainvälisen meriliikenteen helpottamista koskeva yleissopimus ja sen liite","https://www.finlex.fi/fi/sopimukset/sopsviite/1967/19670027"
"17/1967","Maailmanpostiliiton perussopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1967/19670017"
"11/1967","Kansainvälisessä tavarainkuljetuksessa käytettävien ajoneuvojen verottamista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1967/19670011"
"8/1967","Kansainvälisessä matkustajakuljetuksessa käytettävien ajoneuvojen verottamista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1967/19670008"
"30/1966","Aasian Kehityspankin perustamissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1966/19660030"
"27/1966","Kansainvälisessä kuljetuksessa käytettävien kuormausalustojen tullikäsittelyä koskeva eurooppalainen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1966/19660027"
"18/1966","Sopimus Suomen, Islannin, Norjan, Ruotsin ja Tanskan välillä maastakarkoitettujen henkilöiden kauttakuljettamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1966/19660018"
"62/1965","Tulliyleissopimus ilma-alusten ja huvialusten tilapäisestä maahantuonnista yksityistä käyttöä varten","https://www.finlex.fi/fi/sopimukset/sopsviite/1965/19650062"
"51/1965","Kansainvälisten pääliikenneväylien rakentamista koskeva julkilausuma","https://www.finlex.fi/fi/sopimukset/sopsviite/1965/19650051"
"43/1965","Vuoden 1961 huumausaineyleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1965/19650043"
"39/1965","Sopimus pohjoismaiden välisestä keskinäisestä hätäavusta säteilyvahinkotapauksissa","https://www.finlex.fi/fi/sopimukset/sopsviite/1965/19650039"
"30/1965","Päällysten väliaikaista maahantuontia koskeva tulliyleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1965/19650030"
"6/1965","Aavaa merta koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1965/19650006"
"6/1965","Mannermaajalustaa koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1965/19650006002"
"6/1965","Erimielisyyksien pakollista selvittelyä koskeva valinnainen allekirjoituspöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1965/19650006003"
"6/1965","Aluemerta ja lisävyöhykettä koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1965/19650006021"
"50/1964","Suostumusta avioliittoon, vähimmäisavioikää ja avioliittojen kirjaamista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1964/19640050"
"39/1964","Ammatinharjoittamisvälineiden väliaikaista maahantuontia koskeva tulliyleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1964/19640039"
"36/1964","Näyttelyissä, messuilla, kokouksissa tai niiden kaltaisissa tilaisuuksissa näytteille asetettavien tai käytettävien tavaroiden maahantuonnin helpotuksia koskeva tulliyleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1964/19640036"
"33/1964","Tavaroiden väliaikaisen maahantuonnin ATA-carnet´ta koskeva tulliyleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1964/19640033"
"28/1964","Sopimus kansainvälisluontoiseen irtainten esineiden kauppaan sovellettavasta laista","https://www.finlex.fi/fi/sopimukset/sopsviite/1964/19640028"
"23/1964","Yleissopimus (n:o 116), joka koskee Kansainvälisen työjärjestön yleisen konferenssin ensimmäisillä kolmellakymmenelläkahdella istuntokaudellaan hyväksymien sopimusten osittaista muuttamista niiden määräysten yhdenmukaistamiseksi, jotka koskevat sopimusten soveltamisesta Kansainvälisen työtoimiston hallintoneuvoston annettavien selostusten laatimista","https://www.finlex.fi/fi/sopimukset/sopsviite/1964/19640023"
"1/1964","Sopimus ydinasekokeiden kieltämiseksi ilmakehässä, ulkoavaruudessa ja veden alla","https://www.finlex.fi/fi/sopimukset/sopsviite/1964/19640001"
"25/1963","Yleismaailmallinen tekijänoikeussopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1963/19630025"
"14/1963","Euroopan vapaakauppaliiton oikeudellista asemaa, erioikeuksia ja vapauksia koskeva pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1963/19630014"
"9/1963","Sopimus (n:o 100), joka koskee samanarvoisesta työstä miehille ja naisille maksettavaa samaa palkkaa","https://www.finlex.fi/fi/sopimukset/sopsviite/1963/19630009"
"7/1963","Suomen, Islannin, Norjan, Ruotsin ja Tanskan välinen sopimus elatusavun perimisestä pakkotoimin","https://www.finlex.fi/fi/sopimukset/sopsviite/1963/19630007"
"41/1962","Yleissopimus matkailun hyväksi myönnettävistä tullihelpotuksista","https://www.finlex.fi/fi/sopimukset/sopsviite/1962/19620041"
"37/1962","Yleissopimus elatusavun perimisestä ulkomailla","https://www.finlex.fi/fi/sopimukset/sopsviite/1962/19620037"
"33/1962","Yksityisten ajoneuvojen väliaikaista maahantuontia koskeva tulliyleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1962/19620033"
"31/1962","Matkailun hyväksi myönnettäviä tullihelpotuksia koskevaan yleissopimukseen liittyvä, matkailumainosasiakirjojen ja -aineiston maahantuontia koskeva lisäpöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1962/19620031"
"28/1962","Yhteistyösopimus Islannin, Norjan, Ruotsin,Suomen ja Tanskan välillä","https://www.finlex.fi/fi/sopimukset/sopsviite/1962/19620028"
"7/1962","Yleissopimus ulkomaisten välitystuomioiden tunnustamisesta ja täytäntöönpanosta (New York)","https://www.finlex.fi/fi/sopimukset/sopsviite/1962/19620007"
"36/1961","Sopimus Suomen, Norjan, Ruotsin ja Tanskan välillä jäänmurtajien yhteistoiminnasta","https://www.finlex.fi/fi/sopimukset/sopsviite/1961/19610036"
"12/1961","Kansainvälinen kasvinsuojeluyleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1961/19610012"
"11/1961","Sopimus Euroopan ja välimerenmaiden kasvinsuojelujärjestön perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1961/19610011"
"5/1961","Tulliyhteistyöneuvoston perustamista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1961/19610005"
"2/1961","Kansainvälisen kehittämisjärjestön sopimusartiklat","https://www.finlex.fi/fi/sopimukset/sopsviite/1961/19610002"
"27/1960","Kansainvälisen atomienergiajärjestön erioikeuksia ja vapauksia koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1960/19600027"
"17/1960","Sopimus (n:o 105), joka koskee pakkotyön poistamista","https://www.finlex.fi/fi/sopimukset/sopsviite/1960/19600017"
"12/1960","Kansainvälistä jäähdytyslaitosta koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1960/19600012"
"4/1960","Yleissopimus joukkotuhontana pidettävän rikoksen ehkäisemiseksi ja rankaisemiseksi","https://www.finlex.fi/fi/sopimukset/sopsviite/1960/19600004"
"38/1959","Suomen Hallituksen, Norjan Hallituksen ja Sosialististen Neuvostotasavaltain Liiton Hallituksen kesken Inarinjärven säännöstelemisestä Kaitakosken voimalaitoksen ja padon avulla tehty sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1959/19590038"
"37/1959","Pöytäkirja Suomen liittymisestä Norjan, Ruotsin ja Tanskan kesken 19 päivänä maaliskuuta 1955 tehtyyn sopimukseen Norjan, Ruotsin ja Tanskan välisen liikenteen terveydenhoidollisen tarkastuksen helpottamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1959/19590037"
"20/1959","Kansainvälistä merenkulkujärjestöä koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1959/19590020"
"8/1959","Sopimus, jolla perustetaan lakisääteisen mittaustoiminnan kansainvälinen järjestö","https://www.finlex.fi/fi/sopimukset/sopsviite/1959/19590008"
"30/1958","Naisten valtiollisia oikeuksia koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1958/19580030"
"23/1958","Yhdistyneiden Kansakuntien erioikeuksia ja vapauksia koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1958/19580023003"
"23/1958","Yhdistyneiden Kansakuntien erityisjärjestöjen erioikeuksia ja vapauksia koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1958/19580023004"
"10/1958","Sopimus Suomen, Norjan, Ruotsin ja Tanskan välillä passintarkastuksen poistamisesta Pohjoismaiden välisillä rajoilla","https://www.finlex.fi/fi/sopimukset/sopsviite/1958/19580010"
"2/1958","Kansainvälisen atomienergiajärjestön (IAEA) perussääntö","https://www.finlex.fi/fi/sopimukset/sopsviite/1958/19580002"
"15/1957","Ei-aikataulunmukaisen Euroopassa tapahtuvan lentoliikenteen kaupallisia oikeuksia koskeva monenkeskinen sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1957/19570015"
"5/1957","Sopimus kauttakulusta kansainvälisessä lentoliikenteessä","https://www.finlex.fi/fi/sopimukset/sopsviite/1957/19570005"
"30/1956","Yhdistyneiden Kansakuntien kasvatus-, tiede- ja kulttuurijärjestön perussääntö","https://www.finlex.fi/fi/sopimukset/sopsviite/1956/19560030"
"22/1956","Yksityiskäyttöisten kansainvälisessä liikenteessä olevien maantiekulkuneuvojen verottamista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1956/19560022"
"18/1956","Kansainvälisen Rahoitusyhtiön yhtiösopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1956/19560018"
"8/1956","Sopimus kasvatus-, tiede- ja kulttuuriaineiston maahantuonnista","https://www.finlex.fi/fi/sopimukset/sopsviite/1956/19560008"
